from,to,dist
2,83,685.0
2,84,702.0
2,85,782.0
2,86,795.0
2,87,674.0
2,88,702.0
2,89,731.0
2,90,750.0
2,91,708.0
2,92,735.0
2,93,735.0
2,94,772.0
2,95,744.0
2,96,749.0
2,97,757.0
2,98,822.0
2,99,776.0
2,100,788.0
2,101,777.0
2,102,752.0
2,103,779.0
2,104,809.0
2,105,804.0
2,106,806.0
2,107,821.0
2,108,822.0
2,109,803.0
2,110,853.0
2,111,847.0
2,112,861.0
2,113,829.0
2,114,859.0
2,115,891.0
2,116,897.0
2,117,918.0
2,118,905.0
2,119,909.0
2,120,971.0
2,121,962.0
2,122,938.0
2,123,1013.0
2,124,1023.0
2,125,971.0
2,126,971.0
2,127,986.0
2,128,1032.0
2,129,1020.0
2,130,1035.0
2,131,1016.0
2,132,1025.0
2,133,1049.0
2,134,1034.0
2,135,1048.0
2,136,1053.0
2,137,1060.0
2,138,1061.0
2,139,1066.0
2,140,1081.0
2,141,1071.0
2,142,1083.0
2,143,1110.0
2,144,1089.0
2,145,1106.0
2,146,1105.0
2,147,1102.0
2,148,1122.0
2,149,1117.0
2,150,1109.0
2,151,1122.0
2,152,1115.0
2,153,1122.0
2,154,1124.0
2,155,1143.0
2,156,1161.0
2,157,1145.0
2,158,1176.0
2,159,1183.0
2,160,1211.0
2,161,1200.0
2,162,1201.0
2,163,1207.0
2,164,1205.0
2,165,1210.0
2,166,1239.0
2,167,1230.0
2,168,1244.0
2,169,1256.0
2,170,1264.0
2,171,1272.0
2,172,1278.0
2,173,1275.0
2,174,1276.0
2,175,1275.0
2,176,1299.0
2,177,1292.0
2,178,1294.0
2,179,1294.0
2,180,1300.0
2,181,1309.0
2,182,1322.0
2,183,1319.0
2,184,1318.0
2,185,1328.0
2,186,1326.0
2,187,1342.0
2,188,1350.0
2,189,1358.0
2,190,1365.0
2,191,1365.0
2,192,1374.0
2,193,1377.0
2,194,1395.0
3,4,233.0
3,5,229.0
3,6,400.0
3,7,236.0
3,8,398.0
3,9,299.0
3,10,304.0
3,11,343.0
3,12,354.0
3,13,404.0
3,14,377.0
3,15,401.0
3,16,460.0
3,17,369.0
3,18,384.0
3,19,445.0
3,20,703.0
3,21,388.0
3,22,400.0
3,23,454.0
3,24,411.0
3,25,450.0
3,26,413.0
3,27,421.0
3,28,417.0
3,29,420.0
3,30,456.0
3,31,449.0
3,32,454.0
3,33,430.0
3,34,453.0
3,35,464.0
3,36,612.0
3,37,448.0
3,38,464.0
3,39,457.0
3,40,462.0
3,41,470.0
3,42,475.0
3,43,470.0
3,44,474.0
3,45,455.0
3,46,475.0
3,47,469.0
3,48,477.0
3,49,481.0
3,50,485.0
3,51,472.0
3,52,480.0
3,53,480.0
3,54,482.0
3,55,485.0
3,56,482.0
3,57,466.0
3,58,482.0
3,59,614.0
3,60,474.0
3,61,493.0
3,62,623.0
3,63,706.0
3,64,490.0
3,65,796.0
3,66,504.0
3,67,508.0
3,68,504.0
3,69,501.0
3,70,511.0
3,71,558.0
3,72,523.0
3,73,527.0
3,74,535.0
3,75,548.0
3,76,567.0
3,77,549.0
3,78,560.0
3,79,570.0
3,80,611.0
3,81,574.0
3,82,661.0
3,83,590.0
3,84,593.0
3,85,844.0
3,86,857.0
3,87,631.0
3,88,614.0
3,89,756.0
3,90,781.0
3,91,637.0
3,92,643.0
3,93,652.0
3,94,797.0
3,95,656.0
3,96,664.0
3,97,665.0
3,98,864.0
3,99,794.0
3,100,676.0
3,101,791.0
3,102,700.0
3,103,710.0
3,104,820.0
3,105,712.0
3,106,719.0
3,107,723.0
3,108,724.0
3,109,770.0
3,110,745.0
3,111,859.0
3,112,753.0
3,113,796.0
3,114,839.0
3,115,787.0
3,116,798.0
3,117,820.0
3,118,823.0
3,119,868.0
3,120,864.0
3,121,862.0
3,122,879.0
3,123,894.0
3,124,903.0
3,125,954.0
3,126,952.0
3,127,977.0
3,128,920.0
3,129,925.0
3,130,1039.0
3,131,931.0
3,132,1010.0
3,133,949.0
3,134,1019.0
3,135,954.0
3,136,966.0
3,137,1036.0
3,138,1023.0
3,139,1025.0
3,140,1059.0
3,141,1014.0
3,142,1057.0
3,143,1014.0
3,144,1038.0
3,145,1085.0
3,146,1076.0
3,147,1035.0
3,148,1031.0
3,149,1090.0
3,150,1058.0
3,151,1045.0
3,152,1054.0
3,153,1068.0
3,154,1076.0
3,155,1061.0
3,156,1143.0
3,157,1094.0
3,158,1103.0
3,159,1113.0
3,160,1119.0
3,161,1170.0
3,162,1125.0
3,163,1175.0
3,164,1169.0
3,165,1145.0
3,166,1156.0
3,167,1158.0
3,168,1177.0
3,169,1222.0
3,170,1191.0
3,171,1195.0
3,172,1238.0
3,173,1227.0
3,174,1228.0
3,175,1222.0
3,176,1268.0
3,177,1231.0
3,178,1227.0
3,179,1250.0
3,180,1230.0
3,181,1247.0
3,182,1286.0
3,183,1270.0
3,184,1262.0
3,185,1251.0
3,186,1281.0
3,187,1294.0
3,188,1290.0
3,189,1302.0
3,190,1316.0
3,191,1308.0
3,192,1318.0
3,193,1310.0
3,194,1354.0
4,5,385.0
4,6,172.0
4,7,161.0
4,8,190.0
4,9,394.0
4,10,400.0
4,11,222.0
4,12,439.0
4,13,254.0
4,14,262.0
4,15,506.0
4,16,279.0
4,17,286.0
4,18,377.0
4,19,540.0
4,20,481.0
4,21,371.0
4,22,422.0
4,23,320.0
4,24,365.0
4,25,331.0
4,26,366.0
4,27,461.0
4,28,423.0
4,29,438.0
4,30,518.0
4,31,502.0
4,32,512.0
4,33,418.0
4,34,496.0
4,35,517.0
4,36,417.0
4,37,476.0
4,38,512.0
4,39,494.0
4,40,505.0
4,41,516.0
4,42,527.0
4,43,513.0
4,44,523.0
4,45,462.0
4,46,521.0
4,47,506.0
4,48,521.0
4,49,531.0
4,50,538.0
4,51,504.0
4,52,524.0
4,53,524.0
4,54,528.0
4,55,534.0
4,56,524.0
4,57,461.0
4,58,520.0
4,59,431.0
4,60,453.0
4,61,522.0
4,62,442.0
4,63,503.0
4,64,488.0
4,65,580.0
4,66,525.0
4,67,534.0
4,68,514.0
4,69,457.0
4,70,500.0
4,71,435.0
4,72,452.0
4,73,550.0
4,74,481.0
4,75,471.0
4,76,467.0
4,77,538.0
4,78,488.0
4,79,551.0
4,80,496.0
4,81,555.0
4,82,511.0
4,83,561.0
4,84,585.0
4,85,641.0
4,86,654.0
4,87,531.0
4,88,574.0
4,89,582.0
4,90,601.0
4,91,573.0
4,92,607.0
4,93,603.0
4,94,623.0
4,95,615.0
4,96,619.0
4,97,629.0
4,98,676.0
4,99,627.0
4,100,669.0
4,101,627.0
4,102,610.0
4,103,641.0
4,104,659.0
4,105,676.0
4,106,676.0
4,107,695.0
4,108,695.0
4,109,656.0
4,110,731.0
4,111,697.0
4,112,739.0
4,113,682.0
4,114,710.0
4,115,767.0
4,116,771.0
4,117,791.0
4,118,771.0
4,119,763.0
4,120,847.0
4,121,835.0
4,122,796.0
4,123,896.0
4,124,905.0
4,125,822.0
4,126,821.0
4,127,836.0
4,128,910.0
4,129,890.0
4,130,885.0
4,131,882.0
4,132,875.0
4,133,921.0
4,134,885.0
4,135,917.0
4,136,919.0
4,137,911.0
4,138,913.0
4,139,919.0
4,140,931.0
4,141,928.0
4,142,935.0
4,143,979.0
4,144,944.0
4,145,956.0
4,146,957.0
4,147,961.0
4,148,990.0
4,149,968.0
4,150,964.0
4,151,984.0
4,152,972.0
4,153,977.0
4,154,979.0
4,155,1006.0
4,156,1011.0
4,157,1000.0
4,158,1037.0
4,159,1042.0
4,160,1078.0
4,161,1051.0
4,162,1062.0
4,163,1058.0
4,164,1057.0
4,165,1068.0
4,166,1102.0
4,167,1090.0
4,168,1102.0
4,169,1108.0
4,170,1123.0
4,171,1134.0
4,172,1130.0
4,173,1129.0
4,174,1129.0
4,175,1129.0
4,176,1151.0
4,177,1148.0
4,178,1152.0
4,179,1147.0
4,180,1159.0
4,181,1166.0
4,182,1174.0
4,183,1172.0
4,184,1174.0
4,185,1188.0
4,186,1179.0
4,187,1195.0
4,188,1206.0
4,189,1213.0
4,190,1219.0
4,191,1220.0
4,192,1230.0
4,193,1235.0
4,194,1248.0
5,6,510.0
5,7,276.0
5,8,477.0
5,9,109.0
5,10,111.0
5,11,354.0
5,12,155.0
5,13,418.0
5,14,368.0
5,15,181.0
5,16,494.0
5,17,331.0
5,18,265.0
5,19,226.0
5,20,773.0
5,21,277.0
5,22,247.0
5,23,438.0
5,24,321.0
5,25,420.0
5,26,324.0
5,27,245.0
5,28,274.0
5,29,265.0
5,30,257.0
5,31,258.0
5,32,258.0
5,33,301.0
5,34,269.0
5,35,270.0
5,36,640.0
5,37,278.0
5,38,275.0
5,39,278.0
5,40,276.0
5,41,280.0
5,42,281.0
5,43,283.0
5,44,282.0
5,45,301.0
5,46,285.0
5,47,288.0
5,48,288.0
5,49,288.0
5,50,289.0
5,51,293.0
5,52,290.0
5,53,291.0
5,54,292.0
5,55,292.0
5,56,295.0
5,57,321.0
5,58,298.0
5,59,625.0
5,60,342.0
5,61,314.0
5,62,631.0
5,63,738.0
5,64,338.0
5,65,845.0
5,66,329.0
5,67,329.0
5,68,338.0
5,69,386.0
5,70,363.0
5,71,509.0
5,72,429.0
5,73,348.0
5,74,422.0
5,75,455.0
5,76,493.0
5,77,395.0
5,78,459.0
5,79,420.0
5,80,545.0
5,81,422.0
5,82,627.0
5,83,445.0
5,84,431.0
5,85,866.0
5,86,878.0
5,87,547.0
5,88,476.0
5,89,741.0
5,90,772.0
5,91,518.0
5,92,497.0
5,93,517.0
5,94,779.0
5,95,515.0
5,96,525.0
5,97,518.0
5,98,861.0
5,99,768.0
5,100,505.0
5,101,760.0
5,102,599.0
5,103,589.0
5,104,784.0
5,105,561.0
5,106,573.0
5,107,566.0
5,108,566.0
5,109,686.0
5,110,574.0
5,111,821.0
5,112,582.0
5,113,711.0
5,114,765.0
5,115,619.0
5,116,633.0
5,117,657.0
5,118,677.0
5,119,768.0
5,120,689.0
5,121,695.0
5,122,757.0
5,123,706.0
5,124,714.0
5,125,876.0
5,126,873.0
5,127,908.0
5,128,739.0
5,129,762.0
5,130,983.0
5,131,777.0
5,132,934.0
5,133,779.0
5,134,940.0
5,135,789.0
5,136,809.0
5,137,948.0
5,138,920.0
5,139,918.0
5,140,972.0
5,141,887.0
5,142,963.0
5,143,847.0
5,144,918.0
5,145,997.0
5,146,978.0
5,147,897.0
5,148,868.0
5,149,995.0
5,150,937.0
5,151,897.0
5,152,923.0
5,153,943.0
5,154,959.0
5,155,907.0
5,156,1057.0
5,157,972.0
5,158,956.0
5,159,970.0
5,160,953.0
5,161,1069.0
5,162,976.0
5,163,1072.0
5,164,1062.0
5,165,1006.0
5,166,998.0
5,167,1012.0
5,168,1036.0
5,169,1114.0
5,170,1043.0
5,171,1042.0
5,172,1124.0
5,173,1105.0
5,174,1107.0
5,175,1095.0
5,176,1162.0
5,177,1095.0
5,178,1084.0
5,179,1132.0
5,180,1084.0
5,181,1110.0
5,182,1175.0
5,183,1146.0
5,184,1129.0
5,185,1098.0
5,186,1159.0
5,187,1170.0
5,188,1153.0
5,189,1169.0
5,190,1190.0
5,191,1174.0
5,192,1185.0
5,193,1164.0
5,194,1235.0
6,7,237.0
6,8,69.0
6,9,486.0
6,10,491.0
6,11,211.0
6,12,518.0
6,13,193.0
6,14,237.0
6,15,589.0
6,16,166.0
6,17,282.0
6,18,408.0
6,19,614.0
6,20,309.0
6,21,396.0
6,22,464.0
6,23,253.0
6,24,369.0
6,25,278.0
6,26,368.0
6,27,509.0
6,28,454.0
6,29,474.0
6,30,574.0
6,31,553.0
6,32,566.0
6,33,436.0
6,34,540.0
6,35,567.0
6,36,266.0
6,37,513.0
6,38,558.0
6,39,534.0
6,40,549.0
6,41,561.0
6,42,574.0
6,43,555.0
6,44,569.0
6,45,487.0
6,46,565.0
6,47,545.0
6,48,564.0
6,49,576.0
6,50,584.0
6,51,541.0
6,52,567.0
6,53,566.0
6,54,570.0
6,55,578.0
6,56,564.0
6,57,477.0
6,58,558.0
6,59,291.0
6,60,459.0
6,61,555.0
6,62,304.0
6,63,342.0
6,64,503.0
6,65,410.0
6,66,552.0
6,67,563.0
6,68,534.0
6,69,444.0
6,70,506.0
6,71,355.0
6,72,417.0
6,73,574.0
6,74,456.0
6,75,428.0
6,76,404.0
6,77,539.0
6,78,448.0
6,79,544.0
6,80,416.0
6,81,548.0
6,82,396.0
6,83,546.0
6,84,584.0
6,85,478.0
6,86,490.0
6,87,460.0
6,88,548.0
6,89,442.0
6,90,456.0
6,91,528.0
6,92,583.0
6,93,569.0
6,94,481.0
6,95,585.0
6,96,585.0
6,97,602.0
6,98,522.0
6,99,491.0
6,100,661.0
6,101,494.0
6,102,540.0
6,103,585.0
6,104,527.0
6,105,645.0
6,106,639.0
6,107,667.0
6,108,668.0
6,109,563.0
6,110,713.0
6,111,563.0
6,112,720.0
6,113,586.0
6,114,602.0
6,115,742.0
6,116,740.0
6,117,757.0
6,118,721.0
6,119,671.0
6,120,820.0
6,121,801.0
6,122,721.0
6,123,880.0
6,124,890.0
6,125,707.0
6,126,708.0
6,127,714.0
6,128,885.0
6,129,847.0
6,130,751.0
6,131,829.0
6,132,756.0
6,133,882.0
6,134,766.0
6,135,872.0
6,136,866.0
6,137,799.0
6,138,812.0
6,139,821.0
6,140,817.0
6,141,845.0
6,142,824.0
6,143,932.0
6,144,854.0
6,145,840.0
6,146,848.0
6,147,886.0
6,148,938.0
6,149,857.0
6,150,874.0
6,151,918.0
6,152,890.0
6,153,890.0
6,154,885.0
6,155,944.0
6,156,891.0
6,157,909.0
6,158,965.0
6,159,967.0
6,160,1023.0
6,161,940.0
6,162,991.0
6,163,948.0
6,164,950.0
6,165,987.0
6,166,1038.0
6,167,1015.0
6,168,1023.0
6,169,1000.0
6,170,1049.0
6,171,1063.0
6,172,1026.0
6,173,1031.0
6,174,1031.0
6,175,1036.0
6,176,1039.0
6,177,1061.0
6,178,1072.0
6,179,1045.0
6,180,1081.0
6,181,1080.0
6,182,1066.0
6,183,1074.0
6,184,1083.0
6,185,1116.0
6,186,1079.0
6,187,1096.0
6,188,1117.0
6,189,1121.0
6,190,1121.0
6,191,1129.0
6,192,1137.0
6,193,1153.0
6,194,1142.0
7,8,201.0
7,9,251.0
7,10,257.0
7,11,107.0
7,12,289.0
7,13,169.0
7,14,142.0
7,15,359.0
7,16,234.0
7,17,143.0
7,18,216.0
7,19,388.0
7,20,503.0
7,21,211.0
7,22,261.0
7,23,218.0
7,24,211.0
7,25,216.0
7,26,212.0
7,27,301.0
7,28,262.0
7,29,276.0
7,30,360.0
7,31,343.0
7,32,354.0
7,33,258.0
7,34,335.0
7,35,358.0
7,36,386.0
7,37,314.0
7,38,352.0
7,39,333.0
7,40,345.0
7,41,356.0
7,42,367.0
7,43,352.0
7,44,363.0
7,45,301.0
7,46,361.0
7,47,345.0
7,48,361.0
7,49,371.0
7,50,378.0
7,51,343.0
7,52,364.0
7,53,363.0
7,54,367.0
7,55,374.0
7,56,363.0
7,57,301.0
7,58,359.0
7,59,383.0
7,60,295.0
7,61,361.0
7,62,391.0
7,63,483.0
7,64,328.0
7,65,583.0
7,66,364.0
7,67,373.0
7,68,353.0
7,69,305.0
7,70,341.0
7,71,325.0
7,72,310.0
7,73,388.0
7,74,333.0
7,75,333.0
7,76,341.0
7,77,380.0
7,78,347.0
7,79,395.0
7,80,380.0
7,81,398.0
7,82,425.0
7,83,407.0
7,84,427.0
7,85,619.0
7,86,631.0
7,87,406.0
7,88,423.0
7,89,521.0
7,90,547.0
7,91,430.0
7,92,456.0
7,93,456.0
7,94,562.0
7,95,465.0
7,96,470.0
7,97,478.0
7,98,632.0
7,99,558.0
7,100,512.0
7,101,555.0
7,102,481.0
7,103,502.0
7,104,584.0
7,105,525.0
7,106,527.0
7,107,542.0
7,108,543.0
7,109,542.0
7,110,576.0
7,111,623.0
7,112,583.0
7,113,568.0
7,114,607.0
7,115,613.0
7,116,618.0
7,117,639.0
7,118,627.0
7,119,644.0
7,120,693.0
7,121,684.0
7,122,665.0
7,123,738.0
7,124,748.0
7,125,722.0
7,126,720.0
7,127,743.0
7,128,755.0
7,129,741.0
7,130,804.0
7,131,737.0
7,132,778.0
7,133,770.0
7,134,787.0
7,135,768.0
7,136,774.0
7,137,807.0
7,138,799.0
7,139,802.0
7,140,829.0
7,141,799.0
7,142,828.0
7,143,830.0
7,144,820.0
7,145,854.0
7,146,848.0
7,147,827.0
7,148,843.0
7,149,861.0
7,150,840.0
7,151,845.0
7,152,842.0
7,153,852.0
7,154,857.0
7,155,864.0
7,156,912.0
7,157,876.0
7,158,900.0
7,159,907.0
7,160,932.0
7,161,943.0
7,162,924.0
7,163,948.0
7,164,944.0
7,165,936.0
7,166,961.0
7,167,954.0
7,168,970.0
7,169,996.0
7,170,988.0
7,171,995.0
7,172,1015.0
7,173,1008.0
7,174,1009.0
7,175,1006.0
7,176,1041.0
7,177,1019.0
7,178,1020.0
7,179,1029.0
7,180,1025.0
7,181,1037.0
7,182,1061.0
7,183,1051.0
7,184,1048.0
7,185,1051.0
7,186,1061.0
7,187,1075.0
7,188,1078.0
7,189,1087.0
7,190,1098.0
7,191,1094.0
7,192,1104.0
7,193,1103.0
7,194,1132.0
8,9,440.0
8,10,446.0
8,11,151.0
8,12,468.0
8,13,125.0
8,14,172.0
8,15,539.0
8,16,102.0
8,17,219.0
8,18,347.0
8,19,560.0
8,20,307.0
8,21,335.0
8,22,405.0
8,23,184.0
8,24,305.0
8,25,208.0
8,26,303.0
8,27,450.0
8,28,393.0
8,29,414.0
8,30,516.0
8,31,494.0
8,32,508.0
8,33,373.0
8,34,481.0
8,35,508.0
8,36,226.0
8,37,452.0
8,38,498.0
8,39,474.0
8,40,490.0
8,41,501.0
8,42,515.0
8,43,495.0
8,44,509.0
8,45,424.0
8,46,505.0
8,47,485.0
8,48,504.0
8,49,516.0
8,50,525.0
8,51,479.0
8,52,506.0
8,53,506.0
8,54,510.0
8,55,518.0
8,56,503.0
8,57,413.0
8,58,497.0
8,59,243.0
8,60,393.0
8,61,492.0
8,62,255.0
8,63,313.0
8,64,438.0
8,65,398.0
8,66,489.0
8,67,500.0
8,68,469.0
8,69,376.0
8,70,440.0
8,71,288.0
8,72,348.0
8,73,510.0
8,74,388.0
8,75,359.0
8,76,336.0
8,77,472.0
8,78,379.0
8,79,477.0
8,80,349.0
8,81,481.0
8,82,337.0
8,83,478.0
8,84,516.0
8,85,452.0
8,86,465.0
8,87,392.0
8,88,479.0
8,89,395.0
8,90,413.0
8,91,459.0
8,92,514.0
8,93,500.0
8,94,435.0
8,95,516.0
8,96,516.0
8,97,533.0
8,98,486.0
8,99,442.0
8,100,592.0
8,101,444.0
8,102,472.0
8,103,517.0
8,104,476.0
8,105,576.0
8,106,570.0
8,107,598.0
8,108,599.0
8,109,499.0
8,110,644.0
8,111,514.0
8,112,651.0
8,113,523.0
8,114,542.0
8,115,673.0
8,116,671.0
8,117,688.0
8,118,653.0
8,119,607.0
8,120,750.0
8,121,732.0
8,122,655.0
8,123,811.0
8,124,821.0
8,125,649.0
8,126,650.0
8,127,659.0
8,128,816.0
8,129,778.0
8,130,702.0
8,131,760.0
8,132,700.0
8,133,813.0
8,134,710.0
8,135,803.0
8,136,798.0
8,137,741.0
8,138,751.0
8,139,760.0
8,140,760.0
8,141,780.0
8,142,766.0
8,143,863.0
8,144,790.0
8,145,783.0
8,146,789.0
8,147,820.0
8,148,870.0
8,149,799.0
8,150,810.0
8,151,851.0
8,152,825.0
8,153,826.0
8,154,822.0
8,155,877.0
8,156,836.0
8,157,846.0
8,158,899.0
8,159,901.0
8,160,955.0
8,161,882.0
8,162,925.0
8,163,890.0
8,164,891.0
8,165,922.0
8,166,971.0
8,167,949.0
8,168,957.0
8,169,941.0
8,170,983.0
8,171,997.0
8,172,966.0
8,173,970.0
8,174,970.0
8,175,974.0
8,176,981.0
8,177,997.0
8,178,1007.0
8,179,985.0
8,180,1016.0
8,181,1016.0
8,182,1007.0
8,183,1013.0
8,184,1020.0
8,185,1049.0
8,186,1018.0
8,187,1035.0
8,188,1054.0
8,189,1058.0
8,190,1060.0
8,191,1066.0
8,192,1075.0
8,193,1089.0
8,194,1083.0
9,10,6.0
9,11,299.0
9,12,55.0
9,13,358.0
9,14,302.0
9,15,113.0
9,16,436.0
9,17,258.0
9,18,165.0
9,19,151.0
9,20,719.0
9,21,179.0
9,22,139.0
9,23,364.0
9,24,227.0
9,25,341.0
9,26,231.0
9,27,137.0
9,28,168.0
9,29,157.0
9,30,158.0
9,31,155.0
9,32,157.0
9,33,196.0
9,34,164.0
9,35,168.0
9,36,572.0
9,37,170.0
9,38,171.0
9,39,171.0
9,40,171.0
9,41,177.0
9,42,180.0
9,43,179.0
9,44,180.0
9,45,193.0
9,46,182.0
9,47,181.0
9,48,184.0
9,49,186.0
9,50,189.0
9,51,187.0
9,52,187.0
9,53,187.0
9,54,189.0
9,55,190.0
9,56,191.0
9,57,213.0
9,58,193.0
9,59,552.0
9,60,235.0
9,61,207.0
9,62,556.0
9,63,668.0
9,64,229.0
9,65,781.0
9,66,222.0
9,67,223.0
9,68,230.0
9,69,281.0
9,70,255.0
9,71,418.0
9,72,328.0
9,73,242.0
9,74,317.0
9,75,354.0
9,76,395.0
9,77,286.0
9,78,356.0
9,79,312.0
9,80,448.0
9,81,314.0
9,82,538.0
9,83,336.0
9,84,322.0
9,85,790.0
9,86,802.0
9,87,446.0
9,88,368.0
9,89,656.0
9,90,688.0
9,91,411.0
9,92,388.0
9,93,408.0
9,94,692.0
9,95,406.0
9,96,416.0
9,97,409.0
9,98,778.0
9,99,678.0
9,100,399.0
9,101,669.0
9,102,494.0
9,103,481.0
9,104,692.0
9,105,452.0
9,106,464.0
9,107,458.0
9,108,458.0
9,109,583.0
9,110,468.0
9,111,728.0
9,112,476.0
9,113,608.0
9,114,663.0
9,115,512.0
9,116,526.0
9,117,550.0
9,118,569.0
9,119,662.0
9,120,584.0
9,121,588.0
9,122,649.0
9,123,605.0
9,124,613.0
9,125,773.0
9,126,769.0
9,127,807.0
9,128,635.0
9,129,655.0
9,130,883.0
9,131,669.0
9,132,830.0
9,133,673.0
9,134,837.0
9,135,682.0
9,136,702.0
9,137,842.0
9,138,813.0
9,139,810.0
9,140,867.0
9,141,779.0
9,142,858.0
9,143,741.0
9,144,810.0
9,145,892.0
9,146,872.0
9,147,788.0
9,148,761.0
9,149,889.0
9,150,828.0
9,151,789.0
9,152,815.0
9,153,835.0
9,154,850.0
9,155,799.0
9,156,952.0
9,157,864.0
9,158,847.0
9,159,862.0
9,160,847.0
9,161,962.0
9,162,868.0
9,163,965.0
9,164,954.0
9,165,898.0
9,166,891.0
9,167,904.0
9,168,927.0
9,169,1007.0
9,170,935.0
9,171,934.0
9,172,1015.0
9,173,997.0
9,174,998.0
9,175,986.0
9,176,1054.0
9,177,987.0
9,178,975.0
9,179,1024.0
9,180,976.0
9,181,1001.0
9,182,1067.0
9,183,1037.0
9,184,1021.0
9,185,990.0
9,186,1051.0
9,187,1061.0
9,188,1044.0
9,189,1060.0
9,190,1081.0
9,191,1065.0
9,192,1076.0
9,193,1056.0
9,194,1127.0
10,11,304.0
